Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Magneto X,Magneto Y,Magneto Z
1742920335.4817805,-1.002657,0.019947,-0.173667,-0.000732,0.0,0.001952,0.31598947676118094,0.13387898275358082,-0.1148786904413914
1742920335.520343,-1.006012,0.019154,-0.17610699999999999,-0.000732,0.0017079999999999999,0.004392,0.31598947676118094,0.13387898275358082,-0.1148786904413914
1742920335.5588398,-1.002535,0.021167,-0.178181,-0.000976,0.002928,0.0053679999999999995,0.31598947676118094,0.13387898275358082,-0.1148786904413914
1742920335.5973637,-0.99674,0.021471999999999998,-0.173179,-0.00122,0.001464,0.0046359999999999995,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.6358907,-1.017907,0.025803,-0.169641,-0.000732,0.00366,0.0068319999999999995,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.6744301,-0.994178,-0.012627,-0.147803,0.009271999999999999,0.0034159999999999998,-0.00122,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.712943,-1.057313,0.027084,-0.183061,0.019764,0.007808,0.0075639999999999995,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.7514837,-1.100501,0.053375,-0.194773,0.036356,0.028548,0.012931999999999999,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.7929451,-1.1213629999999999,0.040199,-0.207766,0.055144,0.06466,0.021716,0.30838935983630517,0.12481730488161356,-0.12057877813504823
1742920335.8285317,-1.090253,0.093757,-0.144692,0.073444,0.0793,0.030012,0.3086816720257235,0.11984799766150249,-0.10640163694826074
1742920335.867099,-1.109651,0.086315,-0.115717,0.10614,0.027084,0.044164,0.3086816720257235,0.11984799766150249,-0.10640163694826074
1742920335.9055912,-1.05286,0.074115,-0.134566,0.136152,-0.034892,0.03172,0.3086816720257235,0.11984799766150249,-0.10640163694826074
1742920335.9441624,-0.997533,0.105591,-0.16622499999999998,0.16348,-0.061732,0.006588,0.3086816720257235,0.11984799766150249,-0.10640163694826074
1742920335.9826586,-0.967216,0.134139,-0.158295,0.194224,-0.058804,0.00488,0.3086816720257235,0.11984799766150249,-0.10640163694826074
1742920336.0212214,-0.993019,0.15390299999999998,-0.143472,0.219112,-0.04758,0.030987999999999998,0.3197895352236188,0.10610932475884244,-0.14440222157263957
1742920336.060099,-0.997228,0.140605,-0.152866,0.235704,-0.024644,0.049532,0.3197895352236188,0.10610932475884244,-0.14440222157263957
1742920336.0982745,-1.006256,0.123403,-0.14036099999999999,0.248636,-0.005612,0.051972,0.3197895352236188,0.10610932475884244,-0.14440222157263957
1742920336.1367826,-0.988688,0.116449,-0.13176,0.252296,-0.0026839999999999998,0.042943999999999996,0.3197895352236188,0.10610932475884244,-0.14440222157263957
1742920336.1753097,-0.98637,0.123464,-0.14396,0.248148,-0.016592,0.037087999999999996,0.3197895352236188,0.10610932475884244,-0.14440222157263957
1742920336.213847,-0.981246,0.13908,-0.18287799999999999,0.243756,-0.024644,0.032452,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.2524006,-0.9484279999999999,0.160735,-0.19983599999999999,0.247172,-0.016836,0.036112,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.2909088,-0.948184,0.148901,-0.189527,0.25668799999999997,-0.003904,0.046604,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.3294375,-0.9563579999999999,0.134993,-0.18727,0.262544,0.003904,0.054168,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.3679914,-0.92964,0.131516,-0.18873399999999999,0.264008,0.0053679999999999995,0.056852,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.4070556,-0.927078,0.121573,-0.19215,0.264252,-0.000488,0.05978,0.320958783981292,0.07541654486992108,-0.17991815258696287
1742920336.4450293,-0.939949,0.127124,-0.185379,0.263764,-0.006344,0.056364,0.3218357205495469,0.026308097047646885,-0.20622624963460975
1742920336.4835644,-0.959286,0.120597,-0.185684,0.26034799999999997,-0.008784,0.05246,0.3218357205495469,0.026308097047646885,-0.20622624963460975
1742920336.5221639,-0.994544,0.090036,-0.201117,0.253028,-0.0068319999999999995,0.048312,0.3218357205495469,0.026308097047646885,-0.20622624963460975
1742920336.5606585,-1.002047,0.09113399999999999,-0.198616,0.240584,0.000244,0.043676,0.3218357205495469,0.026308097047646885,-0.20622624963460975
1742920336.5992253,-1.0248,0.082289,-0.177754,0.225944,0.009028,0.053436,0.3218357205495469,0.026308097047646885,-0.20622624963460975
1742920336.6388447,-1.049566,0.071004,-0.15420799999999998,0.207644,0.014395999999999999,0.067832,0.3259280912014031,-0.03449283835135925,-0.21543408360128619
1742920336.6762621,-1.035963,0.059414,-0.15237799999999999,0.18812399999999999,0.01464,0.073688,0.3259280912014031,-0.03449283835135925,-0.21543408360128619
1742920336.7147598,-0.988139,0.062464,-0.164639,0.17446,0.008539999999999999,0.072712,0.3259280912014031,-0.03449283835135925,-0.21543408360128619
