Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
1741711892.917621,-0.523685,0.853085,0.151951,-0.1575,2.19625,0.58625
1741711892.9200845,-0.521855,0.858026,0.150792,-0.14,-0.1225,0.6562500000000001
1741711892.922507,-0.521184,0.856196,0.1529879999999999,-0.2275,-0.18375,0.5337500000000001
1741711892.9249072,-0.5225259999999999,0.8590019999999999,0.152256,-0.2975,-0.09625,0.6212500000000001
1741711892.9274068,-0.526003,0.859185,0.150731,-0.245,0.06125,0.5337500000000001
1741711892.9298902,-0.521489,0.853024,0.152805,-0.1225,-0.02625,0.5162500000000001
1741711892.9322655,-0.524112,0.856684,0.149389,-0.28,-0.00875,0.6125
1741711892.9345644,-0.524905,0.852048,0.15067,-0.21875,-0.06125,0.455
1741711892.939817,-0.524295,0.852963,0.150853,-0.35,-0.0525,0.5075000000000001
1741711892.9432576,-0.5234409999999999,0.852475,0.152561,-0.14875,-0.13125,0.6475000000000001
1741711892.9469445,-0.519842,0.8489369999999999,0.150609,-0.13125,-0.105,0.49
1741711892.949947,-0.518378,0.8495469999999999,0.149938,-0.34125,-0.16625,0.5337500000000001
1741711892.9526317,-0.520818,0.849059,0.15006,-0.315,-0.1225,0.6300000000000001
1741711892.9554827,-0.528199,0.849974,0.151036,-0.2625,-0.1925,0.6212500000000001
1741711892.958902,-0.52155,0.853085,0.15128,-0.245,-0.07875,0.6300000000000001
1741711892.9613972,-0.522038,0.8510719999999999,0.150548,-0.28875,-0.20125,0.7000000000000001
1741711892.9642408,-0.521123,0.855159,0.15494,-0.07875,0.02625,0.6300000000000001
1741711892.9670467,-0.525393,0.853146,0.14762,-0.44625,-0.07875,0.58625
1741711892.9697552,-0.5219159999999999,0.8538169999999999,0.152439,-0.23625,-0.07875,0.55125
1741711892.9722614,-0.521245,0.8535119999999999,0.14884,-0.28875,2.1,0.46375
1741711892.9747667,-0.5216109999999999,0.849669,0.152866,-0.21875,-0.0525,0.6562500000000001
1741711892.9770746,-0.517158,0.851743,0.153232,-0.2975,-2.2225,0.525
1741711892.97973,-0.522587,0.8504619999999999,0.149023,-0.1925,-0.07875,0.55125
1741711892.9824352,-0.5188659999999999,0.848449,0.152134,-0.28,-0.04375,0.4725
1741711892.985122,-0.525942,0.850401,0.15006,-0.2625,-0.16625,0.5075000000000001
1741711892.9878275,-0.522465,0.852536,0.153415,-0.28,-0.14875,0.6212500000000001
1741711892.9904025,-0.522648,0.852414,0.153842,-0.20125,-0.07,0.7612500000000001
1741711892.9929385,-0.52338,0.854,0.155062,-0.21875,-0.07875,0.6475000000000001
1741711892.9956558,-0.525271,0.851865,0.1471319999999999,-0.28,0.0,0.69125
1741711892.9988122,-0.525088,0.8538169999999999,0.151524,-0.35,-0.07875,0.56
1741711893.0014946,-0.518439,0.8516819999999999,0.152622,-0.16625,-0.20125,0.5775
1741711893.0040748,-0.523075,0.85522,0.15372,-0.2625,-0.14,0.60375
1741711893.006642,-0.520757,0.856806,0.151707,-0.315,-0.14875,0.525
1741711893.009329,-0.527223,0.854183,0.149328,-0.25375,-0.0175,0.6562500000000001
