Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Magneto X,Magneto Y,Magneto Z
1745333466.393057,-1.009184,0.10760399999999999,-0.027023,-0.001403,-0.0011589999999999999,0.0051849999999999995,0.23092662964045602,-0.1645717626425022,-0.08710903244665302
1745333466.3961937,-1.005768,0.108946,-0.030866,-0.0021349999999999997,-0.001769,0.0051849999999999995,0.23092662964045602,-0.1645717626425022,-0.08710903244665302
1745333466.3991299,-1.013332,0.109129,-0.028975,-0.002074,-0.002379,0.0044529999999999995,0.23092662964045602,-0.1645717626425022,-0.08710903244665302
1745333466.4022236,-1.016199,0.108153,-0.026718,-0.0021349999999999997,-0.003111,0.0040869999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4058778,-1.019493,0.10931199999999999,-0.027327999999999998,-0.002196,-0.002928,0.004941,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4089637,-1.014979,0.109251,-0.022814,-0.0028669999999999998,-0.0021349999999999997,0.0050019999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4119434,-1.012722,0.1098,-0.024339,-0.001952,-0.002257,0.004026,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.414856,-1.009184,0.109495,-0.027206,-0.002562,-0.00244,0.004148,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.417809,-1.007293,0.106933,-0.025436999999999998,-0.001952,-0.0025009999999999998,0.00488,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4222882,-1.012051,0.10900699999999999,-0.02562,-0.00244,-0.002806,0.004209,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.425592,-1.016992,0.109068,-0.026352,-0.0018909999999999999,-0.001464,0.004758,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.428662,-1.014308,0.10797,-0.023058,-0.001464,-0.000488,0.004941,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4316137,-1.009306,0.11083699999999999,-0.026413,-0.001647,-0.001037,0.0046359999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.434478,-1.011197,0.10900699999999999,-0.027389,-0.002013,-0.00183,0.004331,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4373143,-1.008513,0.107787,-0.027327999999999998,-0.002257,-0.0021349999999999997,0.004514,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4401474,-1.010465,0.107055,-0.024583,-0.002623,-0.0032329999999999998,0.004758,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4429975,-1.017663,0.106933,-0.024522,-0.0025009999999999998,-0.002989,0.0044529999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4458327,-1.017602,0.109495,-0.023485,-0.0025009999999999998,-0.003172,0.0044529999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4486737,-1.015589,0.107482,-0.026413,-0.002257,-0.002989,0.0042699999999999995,0.2356036246711488,-0.17187956737795967,-0.08988599824612686
1745333466.4514947,-1.011563,0.108031,-0.02135,-0.001586,-0.002989,0.004392,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4544876,-1.010404,0.106628,-0.025254,-0.00183,-0.0026839999999999998,0.004148,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4577694,-1.014796,0.10577399999999999,-0.027023,-0.00244,-0.002623,0.00488,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4609773,-1.016504,0.110044,-0.025498,-0.00244,-0.002623,0.005124,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4638193,-1.016504,0.10900699999999999,-0.026657,-0.002379,-0.002379,0.00488,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4666479,-1.016016,0.10797,-0.021167,-0.002074,-0.0021349999999999997,0.0050019999999999995,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4694679,-1.014186,0.10858,-0.02684,-0.0018909999999999999,-0.0018909999999999999,0.005124,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4723155,-1.01016,0.109861,-0.023607,-0.0018909999999999999,-0.001769,0.004758,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4751623,-1.008574,0.108885,-0.025559,-0.002257,-0.00183,0.00488,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4779959,-1.009916,0.108275,-0.029463,-0.001952,-0.0030499999999999998,0.004697,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4808135,-1.013576,0.10919,-0.027632999999999998,-0.002257,-0.00366,0.0050019999999999995,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.483627,-1.014247,0.109739,-0.024522,-0.0025009999999999998,-0.003477,0.004331,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4866226,-1.014857,0.109251,-0.02623,-0.001952,-0.002562,0.004331,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4902122,-1.01077,0.110166,-0.023241,-0.002196,-0.002196,0.004697,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4934442,-1.011441,0.108763,-0.025436999999999998,-0.00244,-0.0025009999999999998,0.005124,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4963298,-1.011746,0.111081,-0.02501,-0.0023179999999999997,-0.002379,0.0044529999999999995,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.4991481,-1.012905,0.109068,-0.02501,-0.00244,-0.002745,0.004392,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.5019698,-1.01382,0.108092,-0.023119,-0.002074,-0.002745,0.005063,0.22917275650394622,-0.17129494299912307,-0.0903244665302543
1745333466.504785,-1.014308,0.093757,-0.023485,-0.002013,-0.0025009999999999998,0.005124,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5076005,-1.013027,0.108336,-0.025681,-0.001464,-0.002074,0.00488,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.510466,-1.014491,0.108641,-0.023912,-0.0018909999999999999,-0.001586,0.004758,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5132954,-1.014674,0.109434,-0.028059999999999998,-0.001403,-0.001586,0.0050019999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.516137,-1.013149,0.107787,-0.02928,-0.00183,-0.0023179999999999997,0.0042699999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5192695,-1.009916,0.10931199999999999,-0.02501,-0.002257,-0.0030499999999999998,0.00488,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5232413,-1.016565,0.107177,-0.026168999999999998,-0.002562,-0.002989,0.004514,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5262976,-1.03029,0.108214,-0.023119,-0.0023179999999999997,-0.0026839999999999998,0.0048189999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5292816,-1.015955,0.108519,-0.028059999999999998,-0.0018909999999999999,-0.002928,0.0050019999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.532223,-1.012051,0.107238,-0.023729,-0.0018909999999999999,-0.002623,0.0050019999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5351512,-1.011197,0.109068,-0.024583,-0.002074,-0.0021349999999999997,0.004331,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.538089,-1.013027,0.094855,-0.024217,-0.0021349999999999997,-0.0025009999999999998,0.0050019999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5410311,-1.015833,0.107238,-0.027511,-0.001586,-0.002013,0.0048189999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.543915,-1.019371,0.108275,-0.024095,-0.001769,-0.0028669999999999998,0.0044529999999999995,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5474563,-1.016321,0.109129,-0.024461,-0.002257,-0.002196,0.004941,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5505178,-1.011929,0.10577399999999999,-0.026413,-0.002074,-0.0017079999999999999,0.004941,0.2323881905875475,-0.1639871382636656,-0.08696287635194387
1745333466.5545142,-1.007598,0.108092,-0.024949,-0.002013,-0.0026839999999999998,0.004392,0.23823443437591346,-0.166325635779012,-0.08959368605670856
